"Agriculture Year",District,Crop,"Area Growth",Unit1,"Production Growth",Unit2,"Productivity Growth",Unit3
1958-59,Thiruvananthapuram,Turmeric,-93.88,Percent,-94.02,Percent,-2.23,Percent
1958-59,Thrissur,Arecanut,0.56,Percent,0.57,Percent,,Percent
1958-59,Thrissur,Banana,-11.74,Percent,-69.98,Percent,-66,Percent
1958-59,Thrissur,Cashew,-2.11,Percent,-3.65,Percent,-1.59,Percent
1958-59,Thrissur,Coconut,5.09,Percent,5,Percent,-0.08,Percent
1958-59,Thrissur,Ginger,,Percent,14.61,Percent,14.57,Percent
1958-59,Thrissur,Mango,4.82,Percent,,Percent,,Percent
1958-59,Thrissur,Paddy,-2.07,Percent,-15.2,Percent,-13.41,Percent
1958-59,Thrissur,Pepper,,Percent,-0.85,Percent,-0.7,Percent
1958-59,Thrissur,Plantain,-11.83,Percent,-70.02,Percent,-66,Percent
1958-59,Thrissur,Rubber,35.25,Percent,36.15,Percent,0.69,Percent
1958-59,Thrissur,Tapioca,3.67,Percent,2.07,Percent,-1.54,Percent
1958-59,Thrissur,Tea,-4.75,Percent,36.23,Percent,43.05,Percent
1958-59,Thrissur,Turmeric,-56.99,Percent,-57.83,Percent,-1.91,Percent
1959-60,Alappuzha,Arecanut,13.28,Percent,-0.31,Percent,-11.69,Percent
1959-60,Alappuzha,Banana,53.29,Percent,3.58,Percent,-32.44,Percent
1959-60,Alappuzha,Cashew,8.18,Percent,7.43,Percent,-0.71,Percent
1959-60,Alappuzha,Coconut,8.43,Percent,0.79,Percent,-7.05,Percent
1959-60,Alappuzha,Ginger,231.25,Percent,260,Percent,8.64,Percent
1959-60,Alappuzha,Mango,-8.1,Percent,,Percent,,Percent
1959-60,Alappuzha,Paddy,12.97,Percent,8.99,Percent,-3.5,Percent
1959-60,Alappuzha,Pepper,0.12,Percent,-2.1,Percent,-2.15,Percent
1959-60,Alappuzha,Plantain,53.39,Percent,3.63,Percent,-32.44,Percent
1959-60,Alappuzha,Rubber,,Percent,,Percent,,Percent
1959-60,Alappuzha,Tapioca,-1.22,Percent,-2.79,Percent,-1.6,Percent
1959-60,Alappuzha,Turmeric,-86.67,Percent,-84.62,Percent,15.34,Percent
1959-60,Ernakulam,Arecanut,4.13,Percent,-0.17,Percent,-3.55,Percent
1959-60,Ernakulam,Banana,-1.79,Percent,-7.6,Percent,-5.85,Percent
1959-60,Ernakulam,Cardamom,14,Percent,17.5,Percent,2.27,Percent
1959-60,Ernakulam,Cashew,-1.51,Percent,-2.19,Percent,-0.71,Percent
1959-60,Ernakulam,Coconut,5.88,Percent,0.34,Percent,-5.23,Percent
1959-60,Ernakulam,Coffee,,Percent,-3.03,Percent,-2.93,Percent
1959-60,Ernakulam,Ginger,-7.98,Percent,-6.08,Percent,2.07,Percent
1959-60,Ernakulam,Mango,5.44,Percent,,Percent,,Percent
1959-60,Ernakulam,Paddy,1.58,Percent,18.62,Percent,16.8,Percent
1959-60,Ernakulam,Pepper,-0.12,Percent,-0.58,Percent,-0.24,Percent
1959-60,Ernakulam,Plantain,-1.68,Percent,-7.43,Percent,-5.85,Percent
1959-60,Ernakulam,Rubber,,Percent,,Percent,,Percent
1959-60,Ernakulam,Tapioca,8.1,Percent,6.39,Percent,-1.6,Percent
1959-60,Ernakulam,Tea,,Percent,,Percent,,Percent
1959-60,Ernakulam,Turmeric,-38.17,Percent,-38.3,Percent,-0.23,Percent
1959-60,Kannur,Arecanut,0.1,Percent,0.88,Percent,0.74,Percent
1959-60,Kannur,Banana,3.63,Percent,5.19,Percent,1.5,Percent
1959-60,Kannur,Cardamom,-1.24,Percent,,Percent,,Percent
1959-60,Kannur,Cashew,2.4,Percent,1.61,Percent,-0.78,Percent
1959-60,Kannur,Coconut,0.4,Percent,-0.9,Percent,-1.29,Percent
1959-60,Kannur,Coffee,3.04,Percent,10.66,Percent,7.38,Percent
1959-60,Kannur,Ginger,352.33,Percent,355.41,Percent,0.7,Percent
1959-60,Kannur,Mango,-6.45,Percent,,Percent,,Percent
1959-60,Kannur,Paddy,-4.99,Percent,6.79,Percent,12.36,Percent
1959-60,Kannur,Pepper,1.55,Percent,-1.17,Percent,-2.72,Percent
1959-60,Kannur,Plantain,3.61,Percent,5.17,Percent,1.5,Percent
1959-60,Kannur,Rubber,,Percent,,Percent,,Percent
1959-60,Kannur,Tapioca,10.57,Percent,8.8,Percent,-1.6,Percent
1959-60,Kannur,Tea,,Percent,,Percent,,Percent
1959-60,Kannur,Turmeric,25.91,Percent,25.88,Percent,,Percent
1959-60,Kollam,Arecanut,3.57,Percent,-9.19,Percent,-12.26,Percent
1959-60,Kollam,Banana,23.19,Percent,23.92,Percent,0.62,Percent
1959-60,Kollam,Cashew,13.26,Percent,12.43,Percent,-0.78,Percent
1959-60,Kollam,Coconut,6.34,Percent,4.83,Percent,-1.42,Percent
1959-60,Kollam,Coffee,1.72,Percent,200,Percent,177.78,Percent
1959-60,Kollam,Ginger,291.43,Percent,296.08,Percent,1.17,Percent
1959-60,Kollam,Mango,13.96,Percent,,Percent,,Percent
1959-60,Kollam,Paddy,2.11,Percent,-4.06,Percent,-6.03,Percent
1959-60,Kollam,Pepper,-0.8,Percent,-2.23,Percent,-1.38,Percent
1959-60,Kollam,Plantain,23.31,Percent,24.07,Percent,0.62,Percent
1959-60,Kollam,Rubber,,Percent,,Percent,,Percent
1959-60,Kollam,Tapioca,0.88,Percent,-0.72,Percent,-1.6,Percent
1959-60,Kollam,Tea,,Percent,,Percent,,Percent
1959-60,Kollam,Turmeric,-62.5,Percent,-64.06,Percent,-4.16,Percent
1959-60,Kottayam,Arecanut,16.23,Percent,47.07,Percent,27.1,Percent
1959-60,Kottayam,Banana,51.73,Percent,-5.2,Percent,-37.55,Percent
1959-60,Kottayam,Cardamom,-5.53,Percent,-5.72,Percent,,Percent
1959-60,Kottayam,Cashew,5.31,Percent,4.59,Percent,-0.71,Percent
1959-60,Kottayam,Coconut,4.77,Percent,21.02,Percent,15.53,Percent
1959-60,Kottayam,Coffee,-5.05,Percent,-5.19,Percent,,Percent
1959-60,Kottayam,Ginger,21.83,Percent,35.88,Percent,11.58,Percent
1959-60,Kottayam,Mango,4.13,Percent,,Percent,,Percent
1959-60,Kottayam,Paddy,-13.78,Percent,-2.5,Percent,13.07,Percent
1959-60,Kottayam,Pepper,,Percent,-0.11,Percent,,Percent
1959-60,Kottayam,Plantain,51.74,Percent,-5.24,Percent,-37.55,Percent
1959-60,Kottayam,Rubber,,Percent,,Percent,,Percent
1959-60,Kottayam,Tapioca,47.92,Percent,45.57,Percent,-1.6,Percent
1959-60,Kottayam,Tea,,Percent,,Percent,,Percent
1959-60,Kottayam,Turmeric,68.06,Percent,67.92,Percent,,Percent
1959-60,Kozhikode,Arecanut,24.78,Percent,25.68,Percent,0.74,Percent
1959-60,Kozhikode,Banana,20.56,Percent,-21.01,Percent,-34.47,Percent
1959-60,Kozhikode,Cardamom,,Percent,2.17,Percent,2.27,Percent
1959-60,Kozhikode,Cashew,94.21,Percent,92.94,Percent,-0.65,Percent
1959-60,Kozhikode,Coconut,2.53,Percent,1.36,Percent,-1.14,Percent
1959-60,Kozhikode,Coffee,6.2,Percent,2.14,Percent,-3.9,Percent
1959-60,Kozhikode,Ginger,31.18,Percent,33.45,Percent,1.69,Percent
1959-60,Kozhikode,Mango,-5.76,Percent,,Percent,,Percent
1959-60,Kozhikode,Paddy,-0.66,Percent,18.98,Percent,19.68,Percent
1959-60,Kozhikode,Pepper,2.49,Percent,0.96,Percent,-1.54,Percent
1959-60,Kozhikode,Plantain,20.59,Percent,-20.97,Percent,-34.47,Percent
1959-60,Kozhikode,Rubber,,Percent,,Percent,,Percent
1959-60,Kozhikode,Tapioca,12.95,Percent,48.88,Percent,31.8,Percent
1959-60,Kozhikode,Tea,,Percent,,Percent,,Percent
1959-60,Kozhikode,Turmeric,24.28,Percent,24.09,Percent,-0.11,Percent
1959-60,Palakkad,Arecanut,-30.44,Percent,-30.01,Percent,0.74,Percent
1959-60,Palakkad,Banana,-0.76,Percent,0.03,Percent,0.79,Percent
1959-60,Palakkad,Cardamom,,Percent,1.32,Percent,,Percent
1959-60,Palakkad,Cashew,46.79,Percent,45.82,Percent,-0.65,Percent
1959-60,Palakkad,Coconut,-0.98,Percent,-1.59,Percent,-0.6,Percent
1959-60,Palakkad,Coffee,-1.96,Percent,13.81,Percent,16.16,Percent
1959-60,Palakkad,Ginger,13.29,Percent,11.04,Percent,-2.04,Percent
1959-60,Palakkad,Mango,4.41,Percent,,Percent,,Percent
1959-60,Palakkad,Paddy,-1.16,Percent,7.1,Percent,8.34,Percent
1959-60,Palakkad,Pepper,0.03,Percent,,Percent,,Percent
1959-60,Palakkad,Plantain,-0.77,Percent,0.04,Percent,0.79,Percent
1959-60,Palakkad,Rubber,,Percent,,Percent,,Percent
1959-60,Palakkad,Tapioca,-4.41,Percent,-5.92,Percent,-1.57,Percent
1959-60,Palakkad,Tea,,Percent,,Percent,,Percent
1959-60,Palakkad,Turmeric,-5.88,Percent,-5.9,Percent,,Percent
1959-60,Thiruvananthapuram,Arecanut,17.83,Percent,11.38,Percent,-5.56,Percent
1959-60,Thiruvananthapuram,Banana,0.55,Percent,23.57,Percent,22.89,Percent
1959-60,Thiruvananthapuram,Cashew,-9.42,Percent,-10.11,Percent,-0.78,Percent
1959-60,Thiruvananthapuram,Coconut,-0.34,Percent,2.94,Percent,3.3,Percent
1959-60,Thiruvananthapuram,Mango,-10.29,Percent,,Percent,,Percent
1959-60,Thiruvananthapuram,Paddy,1.39,Percent,5.63,Percent,4.18,Percent
1959-60,Thiruvananthapuram,Pepper,,Percent,,Percent,,Percent
1959-60,Thiruvananthapuram,Plantain,0.74,Percent,23.78,Percent,22.89,Percent
1959-60,Thiruvananthapuram,Rubber,,Percent,,Percent,,Percent
1959-60,Thiruvananthapuram,Tapioca,-4.22,Percent,-5.74,Percent,-1.6,Percent
1959-60,Thiruvananthapuram,Tea,,Percent,,Percent,,Percent
1959-60,Thiruvananthapuram,Turmeric,-3.13,Percent,-3.57,Percent,-0.46,Percent
1959-60,Thrissur,Arecanut,-2.48,Percent,-0.76,Percent,2.26,Percent
1959-60,Thrissur,Banana,13.59,Percent,-1.25,Percent,-13.05,Percent
1959-60,Thrissur,Cashew,-3.62,Percent,-4.29,Percent,-0.71,Percent
1959-60,Thrissur,Coconut,0.53,Percent,3.46,Percent,2.91,Percent
1959-60,Thrissur,Ginger,,Percent,-56.86,Percent,-56.83,Percent
1959-60,Thrissur,Mango,6.25,Percent,,Percent,,Percent
1959-60,Thrissur,Paddy,3.24,Percent,12.82,Percent,9.28,Percent
1959-60,Thrissur,Pepper,0.18,Percent,-0.86,Percent,-1.17,Percent
1959-60,Thrissur,Plantain,13.58,Percent,-1.24,Percent,-13.05,Percent
1959-60,Thrissur,Rubber,,Percent,,Percent,,Percent
1959-60,Thrissur,Tapioca,13.3,Percent,11.5,Percent,-1.6,Percent
1959-60,Thrissur,Tea,,Percent,,Percent,,Percent
1959-60,Thrissur,Turmeric,-80,Percent,-80,Percent,,Percent
1960-61,Alappuzha,Arecanut,-4.34,Percent,0.62,Percent,5.15,Percent
1960-61,Alappuzha,Banana,-2.9,Percent,309.03,Percent,321.26,Percent
1960-61,Alappuzha,Cashew,1.03,Percent,2.7,Percent,1.7,Percent
1960-61,Alappuzha,Coconut,2.15,Percent,-3.94,Percent,-5.95,Percent
1960-61,Alappuzha,Ginger,15.09,Percent,15.28,Percent,0.22,Percent
1960-61,Alappuzha,Mango,1.26,Percent,,Percent,,Percent
1960-61,Alappuzha,Paddy,1.69,Percent,19.04,Percent,17.07,Percent
1960-61,Alappuzha,Pepper,2.34,Percent,4.57,Percent,2.2,Percent
1960-61,Alappuzha,Plantain,-2.82,Percent,309.36,Percent,321.26,Percent
1960-61,Alappuzha,Rubber,29.54,Percent,-52.99,Percent,-63.78,Percent
1960-61,Alappuzha,Tapioca,3.88,Percent,5.54,Percent,1.61,Percent
1960-61,Alappuzha,Turmeric,325,Percent,275,Percent,-11.8,Percent
1960-61,Ernakulam,Arecanut,-3.8,Percent,1.22,Percent,5.15,Percent
1960-61,Ernakulam,Banana,,Percent,194.76,Percent,194.6,Percent
1960-61,Ernakulam,Cardamom,,Percent,2.13,Percent,2.22,Percent
1960-61,Ernakulam,Cashew,-4.76,Percent,-3.2,Percent,1.63,Percent
1960-61,Ernakulam,Coconut,2.69,Percent,-3.4,Percent,-5.94,Percent
1960-61,Ernakulam,Coffee,1.45,Percent,3.13,Percent,1.51,Percent
1960-61,Ernakulam,Ginger,-0.77,Percent,1.31,Percent,2.12,Percent
1960-61,Ernakulam,Mango,-4.94,Percent,,Percent,,Percent
1960-61,Ernakulam,Paddy,2.26,Percent,5.65,Percent,3.24,Percent
1960-61,Ernakulam,Pepper,2.95,Percent,2.75,Percent,-0.24,Percent
1960-61,Ernakulam,Plantain,,Percent,194.63,Percent,194.6,Percent
1960-61,Ernakulam,Rubber,14.24,Percent,-6.33,Percent,-18.09,Percent
1960-61,Ernakulam,Tapioca,5.33,Percent,7.02,Percent,1.61,Percent
1960-61,Ernakulam,Tea,,Percent,1.45,Percent,-54.99,Percent
1960-61,Ernakulam,Turmeric,-35.04,Percent,-34.25,Percent,1.25,Percent
1960-61,Kannur,Arecanut,0.96,Percent,6.13,Percent,5.15,Percent
1960-61,Kannur,Banana,0.2,Percent,589.05,Percent,587.71,Percent
1960-61,Kannur,Cardamom,-2.52,Percent,-5.56,Percent,-2.22,Percent
1960-61,Kannur,Cashew,,Percent,1.43,Percent,1.44,Percent
1960-61,Kannur,Coconut,0.12,Percent,-5.76,Percent,-5.88,Percent
1960-61,Kannur,Coffee,,Percent,1.58,Percent,1.46,Percent
1960-61,Kannur,Ginger,20.31,Percent,20.18,Percent,-0.12,Percent
1960-61,Kannur,Mango,-0.06,Percent,,Percent,,Percent
1960-61,Kannur,Paddy,1.08,Percent,-2.1,Percent,-3.12,Percent
1960-61,Kannur,Pepper,8.76,Percent,11.21,Percent,2.23,Percent
1960-61,Kannur,Plantain,0.2,Percent,589.07,Percent,587.71,Percent
1960-61,Kannur,Rubber,80.43,Percent,10.83,Percent,-38.92,Percent
1960-61,Kannur,Tapioca,6.75,Percent,8.46,Percent,1.59,Percent
1960-61,Kannur,Tea,,Percent,1.58,Percent,1.57,Percent
1960-61,Kannur,Turmeric,-9.47,Percent,-7.94,Percent,1.59,Percent
1960-61,Kollam,Arecanut,7.5,Percent,13.02,Percent,4.41,Percent
1960-61,Kollam,Banana,,Percent,129.33,Percent,129.31,Percent
1960-61,Kollam,Cashew,16.59,Percent,18.5,Percent,1.63,Percent
1960-61,Kollam,Coconut,7.21,Percent,0.97,Percent,-5.83,Percent
1960-61,Kollam,Coffee,0.42,Percent,,Percent,,Percent
1960-61,Kollam,Ginger,11.68,Percent,12.38,Percent,0.68,Percent
1960-61,Kollam,Mango,0.56,Percent,,Percent,,Percent
1960-61,Kollam,Paddy,1.21,Percent,4.73,Percent,3.45,Percent
1960-61,Kollam,Pepper,0.88,Percent,-1.12,Percent,-1.87,Percent
1960-61,Kollam,Plantain,,Percent,129.32,Percent,129.31,Percent
1960-61,Kollam,Rubber,8.4,Percent,8.12,Percent,-0.39,Percent
1960-61,Kollam,Tapioca,-3.92,Percent,-2.38,Percent,1.61,Percent
1960-61,Kollam,Tea,,Percent,1.59,Percent,1.51,Percent
1960-61,Kollam,Turmeric,-40.74,Percent,-39.13,Percent,2.7,Percent
1960-61,Kottayam,Arecanut,-2.27,Percent,2.87,Percent,5.15,Percent
1960-61,Kottayam,Banana,,Percent,328.47,Percent,328.58,Percent
1960-61,Kottayam,Cardamom,,Percent,1.59,Percent,2.27,Percent
1960-61,Kottayam,Cashew,5.14,Percent,6.85,Percent,1.63,Percent
1960-61,Kottayam,Coconut,-0.37,Percent,-3.97,Percent,-3.62,Percent
1960-61,Kottayam,Coffee,-0.12,Percent,1.53,Percent,1.87,Percent
1960-61,Kottayam,Ginger,-3.47,Percent,2.52,Percent,6.84,Percent
1960-61,Kottayam,Mango,-3.25,Percent,,Percent,,Percent
1960-61,Kottayam,Paddy,1.94,Percent,11.02,Percent,989.73,Percent
1960-61,Kottayam,Pepper,7.81,Percent,4.52,Percent,-3.22,Percent
1960-61,Kottayam,Plantain,,Percent,328.61,Percent,328.58,Percent
1960-61,Kottayam,Rubber,6.09,Percent,0.9,Percent,-4.97,Percent
1960-61,Kottayam,Tapioca,-0.69,Percent,0.9,Percent,1.61,Percent
1960-61,Kottayam,Tea,,Percent,1.6,Percent,1.66,Percent
1960-61,Kottayam,Turmeric,8.68,Percent,10.49,Percent,1.59,Percent
1960-61,Kozhikode,Arecanut,1.33,Percent,6.55,Percent,5.15,Percent
1960-61,Kozhikode,Banana,-1.13,Percent,818.1,Percent,828.54,Percent
1960-61,Kozhikode,Cardamom,1.24,Percent,2.13,Percent,,Percent
1960-61,Kozhikode,Cashew,6.94,Percent,8.57,Percent,1.56,Percent
1960-61,Kozhikode,Coconut,1.32,Percent,-4.63,Percent,-5.87,Percent
1960-61,Kozhikode,Coffee,,Percent,1.61,Percent,1.78,Percent
1960-61,Kozhikode,Ginger,29.78,Percent,38.14,Percent,6.43,Percent
1960-61,Kozhikode,Mango,1.89,Percent,,Percent,,Percent
1960-61,Kozhikode,Paddy,-3.24,Percent,-6.69,Percent,-3.57,Percent
1960-61,Kozhikode,Pepper,22.63,Percent,28.65,Percent,5.21,Percent
1960-61,Kozhikode,Plantain,-1.15,Percent,817.76,Percent,828.54,Percent
1960-61,Kozhikode,Rubber,3.61,Percent,5.7,Percent,1.8,Percent
1960-61,Kozhikode,Tapioca,3.53,Percent,5.17,Percent,1.58,Percent
1960-61,Kozhikode,Tea,,Percent,1.61,Percent,1.64,Percent
1960-61,Kozhikode,Turmeric,1.41,Percent,3.49,Percent,2.04,Percent
1960-61,Palakkad,Arecanut,10.25,Percent,13.79,Percent,2.94,Percent
1960-61,Palakkad,Banana,1.09,Percent,556.44,Percent,549.34,Percent
1960-61,Palakkad,Cardamom,3.17,Percent,2.6,Percent,,Percent
1960-61,Palakkad,Cashew,-0.58,Percent,1.06,Percent,1.63,Percent
1960-61,Palakkad,Coconut,1.52,Percent,-4.03,Percent,-5.46,Percent
1960-61,Palakkad,Coffee,,Percent,1.6,Percent,1.56,Percent
1960-61,Palakkad,Ginger,-2.72,Percent,-1.74,Percent,1.04,Percent
1960-61,Palakkad,Mango,7.5,Percent,,Percent,,Percent
1960-61,Palakkad,Paddy,2.73,Percent,4.06,Percent,1.27,Percent
1960-61,Palakkad,Pepper,0.06,Percent,1.62,Percent,1.51,Percent
1960-61,Palakkad,Plantain,1.07,Percent,556.23,Percent,549.34,Percent
1960-61,Palakkad,Rubber,23.84,Percent,18.91,Percent,95.21,Percent
1960-61,Palakkad,Tapioca,2.45,Percent,4.08,Percent,1.59,Percent
1960-61,Palakkad,Tea,,Percent,1.58,Percent,1.61,Percent
1960-61,Palakkad,Turmeric,0.33,Percent,1.99,Percent,1.7,Percent
1960-61,Thiruvananthapuram,Arecanut,5.9,Percent,11.3,Percent,5.15,Percent
1960-61,Thiruvananthapuram,Banana,-1.46,Percent,328.56,Percent,334.71,Percent
1960-61,Thiruvananthapuram,Cashew,-6.27,Percent,-4.74,Percent,1.63,Percent
1960-61,Thiruvananthapuram,Coconut,-2.33,Percent,-8.05,Percent,-5.85,Percent
1960-61,Thiruvananthapuram,Ginger,17.44,Percent,18.67,Percent,1.03,Percent
1960-61,Thiruvananthapuram,Mango,-0.02,Percent,,Percent,,Percent
1960-61,Thiruvananthapuram,Paddy,2.44,Percent,3.03,Percent,0.59,Percent
1960-61,Thiruvananthapuram,Pepper,3.47,Percent,7,Percent,3.32,Percent
1960-61,Thiruvananthapuram,Plantain,-1.52,Percent,328.09,Percent,334.71,Percent
1960-61,Thiruvananthapuram,Rubber,5.1,Percent,-20.75,Percent,-24.69,Percent
1960-61,Thiruvananthapuram,Tapioca,1.58,Percent,3.21,Percent,1.61,Percent
1960-61,Thiruvananthapuram,Tea,,Percent,1.59,Percent,1.69,Percent
1960-61,Thiruvananthapuram,Turmeric,74.19,Percent,77.78,Percent,2.07,Percent
1960-61,Thrissur,Arecanut,7.31,Percent,13,Percent,5.15,Percent
1960-61,Thrissur,Banana,-5.12,Percent,215.72,Percent,232.72,Percent
1960-61,Thrissur,Cashew,5.57,Percent,7.31,Percent,1.63,Percent
1960-61,Thrissur,Coconut,2.91,Percent,-3.35,Percent,-6.07,Percent
1960-61,Thrissur,Ginger,15.94,Percent,229.55,Percent,184.17,Percent
1960-61,Thrissur,Mango,4.27,Percent,,Percent,,Percent
1960-61,Thrissur,Paddy,2.19,Percent,7.04,Percent,4.75,Percent
1960-61,Thrissur,Pepper,26.74,Percent,28.26,Percent,1.19,Percent
1960-61,Thrissur,Plantain,-5.01,Percent,216.01,Percent,232.72,Percent
1960-61,Thrissur,Rubber,-0.7,Percent,30.25,Percent,30.82,Percent
1960-61,Thrissur,Tapioca,1.45,Percent,3.06,Percent,1.59,Percent
1960-61,Thrissur,Tea,0.25,Percent,1.49,Percent,1.25,Percent
1960-61,Thrissur,Turmeric,412.5,Percent,428.57,Percent,3.09,Percent
1961-62,Alappuzha,Arecanut,12.17,Percent,12.23,Percent,,Percent
1961-62,Alappuzha,Banana,2.63,Percent,2.52,Percent,-0.11,Percent
1961-62,Alappuzha,Cashew,0.68,Percent,0.87,Percent,0.19,Percent
1961-62,Alappuzha,Coconut,1.63,Percent,1.64,Percent,6.95,Percent
1961-62,Alappuzha,Ginger,,Percent,,Percent,,Percent
1961-62,Alappuzha,Mango,-0.2,Percent,,Percent,,Percent
1961-62,Alappuzha,Paddy,-4.11,Percent,-4.04,Percent,0.07,Percent
1961-62,Alappuzha,Pepper,-6.91,Percent,-29.23,Percent,-23.92,Percent
1961-62,Alappuzha,Plantain,2.59,Percent,2.48,Percent,-0.11,Percent
1961-62,Alappuzha,Rubber,18.37,Percent,-6.08,Percent,-20.65,Percent
1961-62,Alappuzha,Tapioca,-0.84,Percent,-0.84,Percent,-0.01,Percent
1961-62,Alappuzha,Turmeric,64.71,Percent,66.67,Percent,1.25,Percent
1961-62,Ernakulam,Arecanut,13.28,Percent,13.25,Percent,4.2,Percent
1961-62,Ernakulam,Banana,-28.98,Percent,-28.78,Percent,0.29,Percent
1961-62,Ernakulam,Cardamom,,Percent,,Percent,,Percent
1961-62,Ernakulam,Cashew,9.22,Percent,9.22,Percent,,Percent
1961-62,Ernakulam,Coconut,1.63,Percent,1.76,Percent,0.14,Percent
1961-62,Ernakulam,Coffee,14.29,Percent,18.18,Percent,3.61,Percent
1961-62,Ernakulam,Ginger,-0.51,Percent,-0.49,Percent,,Percent
1961-62,Ernakulam,Mango,7.4,Percent,,Percent,,Percent
1961-62,Ernakulam,Paddy,-4.81,Percent,-9.71,Percent,-5.11,Percent
1961-62,Ernakulam,Pepper,2.81,Percent,3.24,Percent,0.24,Percent
1961-62,Ernakulam,Plantain,-29.12,Percent,-28.91,Percent,0.29,Percent
1961-62,Ernakulam,Rubber,11.2,Percent,-6.72,Percent,-15.95,Percent
1961-62,Ernakulam,Tapioca,-12.69,Percent,-12.72,Percent,-0.03,Percent
1961-62,Ernakulam,Tea,5202.22,Percent,-2.86,Percent,-96.09,Percent
1961-62,Ernakulam,Turmeric,57.68,Percent,58.6,Percent,0.56,Percent
1961-62,Kannur,Arecanut,1.01,Percent,0.99,Percent,,Percent
1961-62,Kannur,Banana,1.91,Percent,1.95,Percent,0.04,Percent
1961-62,Kannur,Cardamom,1.29,Percent,,Percent,-2.27,Percent
1961-62,Kannur,Cashew,-3.19,Percent,-3.17,Percent,0.06,Percent
1961-62,Kannur,Coconut,0.12,Percent,,Percent,-0.12,Percent
1961-62,Kannur,Coffee,32.35,Percent,31.57,Percent,-0.62,Percent
1961-62,Kannur,Ginger,,Percent,0.25,Percent,0.35,Percent
1961-62,Kannur,Mango,0.04,Percent,,Percent,,Percent
1961-62,Kannur,Paddy,-3.41,Percent,-7.06,Percent,-3.78,Percent
1961-62,Kannur,Pepper,-0.67,Percent,11.56,Percent,12.57,Percent
1961-62,Kannur,Plantain,1.93,Percent,1.97,Percent,0.04,Percent
1961-62,Kannur,Rubber,18.51,Percent,-68.61,Percent,-73.53,Percent
1961-62,Kannur,Tapioca,6.07,Percent,6.04,Percent,-0.03,Percent
1961-62,Kannur,Tea,-2.88,Percent,-7.45,Percent,-4.77,Percent
1961-62,Kannur,Turmeric,5,Percent,5.08,Percent,0.11,Percent
1961-62,Kollam,Arecanut,7.5,Percent,7.5,Percent,,Percent
1961-62,Kollam,Banana,9.27,Percent,14.67,Percent,4.94,Percent
1961-62,Kollam,Cashew,-40.93,Percent,4.49,Percent,76.96,Percent
1961-62,Kollam,Coconut,0.23,Percent,0.24,Percent,0.02,Percent
1961-62,Kollam,Coffee,-0.42,Percent,,Percent,,Percent
1961-62,Kollam,Ginger,,Percent,,Percent,,Percent
1961-62,Kollam,Mango,0.82,Percent,,Percent,,Percent
1961-62,Kollam,Paddy,-2.5,Percent,-2.32,Percent,0.2,Percent
1961-62,Kollam,Pepper,-0.95,Percent,-5.91,Percent,-5,Percent
1961-62,Kollam,Plantain,9.18,Percent,14.57,Percent,4.94,Percent
1961-62,Kollam,Rubber,5.74,Percent,11.61,Percent,5.51,Percent
1961-62,Kollam,Tapioca,-3.92,Percent,-3.92,Percent,,Percent
1961-62,Kollam,Tea,-1.98,Percent,-18.06,Percent,-16.33,Percent
1961-62,Kollam,Turmeric,37.5,Percent,35.71,Percent,-1.26,Percent
1961-62,Kottayam,Arecanut,0.55,Percent,0.62,Percent,,Percent
1961-62,Kottayam,Banana,0.27,Percent,0.09,Percent,-0.18,Percent
1961-62,Kottayam,Cardamom,,Percent,0.09,Percent,,Percent
1961-62,Kottayam,Cashew,0.09,Percent,1.85,Percent,1.8,Percent
1961-62,Kottayam,Coconut,0.25,Percent,-2.07,Percent,-2.31,Percent
1961-62,Kottayam,Coffee,5.21,Percent,5.17,Percent,-0.37,Percent
1961-62,Kottayam,Ginger,0.71,Percent,2.97,Percent,1.71,Percent
1961-62,Kottayam,Mango,1.68,Percent,,Percent,,Percent
1961-62,Kottayam,Paddy,-3.15,Percent,-7.84,Percent,-90.49,Percent
1961-62,Kottayam,Pepper,0.69,Percent,-9.77,Percent,-10.23,Percent
1961-62,Kottayam,Plantain,0.28,Percent,0.09,Percent,-0.18,Percent
1961-62,Kottayam,Rubber,3.77,Percent,15.92,Percent,11.63,Percent
1961-62,Kottayam,Tapioca,-0.14,Percent,-0.13,Percent,,Percent
1961-62,Kottayam,Tea,1.76,Percent,-4.63,Percent,-6.27,Percent
1961-62,Kottayam,Turmeric,-3.95,Percent,-4.24,Percent,-0.22,Percent
1961-62,Kozhikode,Arecanut,1.09,Percent,1.09,Percent,,Percent
1961-62,Kozhikode,Banana,-3.57,Percent,-16.59,Percent,-13.51,Percent
1961-62,Kozhikode,Cardamom,1.31,Percent,,Percent,-2.22,Percent
1961-62,Kozhikode,Cashew,3.08,Percent,3.07,Percent,-0.06,Percent
1961-62,Kozhikode,Coconut,0.14,Percent,0.16,Percent,0.02,Percent
1961-62,Kozhikode,Coffee,12.06,Percent,12.18,Percent,,Percent
1961-62,Kozhikode,Ginger,0.59,Percent,0.26,Percent,-0.31,Percent
1961-62,Kozhikode,Mango,1.89,Percent,,Percent,,Percent
1961-62,Kozhikode,Paddy,-2.65,Percent,1.54,Percent,4.36,Percent
1961-62,Kozhikode,Pepper,0.09,Percent,-1.57,Percent,-1.98,Percent
1961-62,Kozhikode,Plantain,-3.55,Percent,-16.58,Percent,-13.51,Percent
